evidence_id,title,source_types,best_source,url,doi,pmid,pmcid,pub_date,journal_or_site,aliases_matched,match_locations,best_match_context,confidence,evidence_bucket,needs_manual_review,queries_used
EVID-00021,Immersive Videography of Ancient <scp>DNA</scp> Extraction for Community Engagement and Educational Initiatives by the Anson Street African Burial Ground Project,['OpenAlex'],OpenAlex,https://doi.org/10.1002/ajpa.25055,10.1002/ajpa.25055,,,2025-01-01,"{""id"": ""doi:10.1002/ajpa.25055"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1002/ajpa.25055"", ""pdf_url"": ""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ajpa.25055"", ""source"": {""id"": ""https://openalex.org/S4394736957"", ""display_name"": ""American Journal of Biological Anthropology"", ""issn_l"": ""2692-7691"", ""issn"": [""2692-7691""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": false, ""host_organization"": null, ""host_organization_name"": null, ""host_organization_lineage"": [], ""host_organization_lineage_names"": [], ""type"": ""journal""}, ""license"": ""cc-by-nc"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""American Journal of Biological Anthropology"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""poster""']"
EVID-00043,In Reference to Utilization of Artificial Intelligence in the Creation of Patient Information on Laryngology Topics.,['Europe PMC'],Europe PMC,https://doi.org/10.1002/lary.32032,10.1002/lary.32032,39931918,,2025,,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00641,"Increasing prevalence of cirrhosis among insured adults in the United States, 2012–2018",['OpenAlex'],OpenAlex,https://doi.org/10.1371/journal.pone.0298887,10.1371/journal.pone.0298887,,,2024-02-26,"{""id"": ""doi:10.1371/journal.pone.0298887"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1371/journal.pone.0298887"", ""pdf_url"": ""https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0298887&type=printable"", ""source"": {""id"": ""https://openalex.org/S202381698"", ""display_name"": ""PLoS ONE"", ""issn_l"": ""1932-6203"", ""issn"": [""1932-6203""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310315706"", ""host_organization_name"": ""Public Library of Science"", ""host_organization_lineage"": [""https://openalex.org/P4310315706""], ""host_organization_lineage_names"": [""Public Library of Science""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""PLOS ONE"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""discontinued""']"
EVID-00673,Innovative Bioactive and Biodegradable Calcium Phosphate-Based Biopolymer Composite Scaffolds,['Europe PMC'],Europe PMC,https://doi.org/10.20944/preprints202411.2194.v1,10.20944/preprints202411.2194.v1,,,2024,,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00157,Investor Presentations: What Do You Need in an Investor Pitch Deck?,['Crossref'],Crossref,https://doi.org/10.1016/b978-0-12-815585-1.00023-1,10.1016/b978-0-12-815585-1.00023-1,,,2020,Biotechnology Entrepreneurship,[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""investor deck""']"
EVID-00926,Is QuickBooks Desktop discontinued?,['Crossref'],Crossref,https://doi.org/10.55277/researchhub.ip2fhgi0.1,10.55277/researchhub.ip2fhgi0.1,,,2026-3-11,,[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""discontinued""']"
EVID-00692,Kaposi's varicelliform eruption presenting with thick facial crusting.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42309680/,10.2169/internalmedicine.7228-26,42309680,,2026-Jun-18,"Internal medicine (Tokyo, Japan)",[''],['metadata'],,18,weak / probably noise,True,"['""Eczema""']"
EVID-00436,Keratin Immunoreactivity in Extrafollicular Reticular Cells of the Lymph Node,['OpenAlex'],OpenAlex,https://doi.org/10.1093/ajcp/91.2.239,10.1093/ajcp/91.2.239,,,1989-02-01,"{""id"": ""doi:10.1093/ajcp/91.2.239"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1093/ajcp/91.2.239"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S15871148"", ""display_name"": ""American Journal of Clinical Pathology"", ""issn_l"": ""0002-9173"", ""issn"": [""0002-9173"", ""1943-7722""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310311648"", ""host_organization_name"": ""Oxford University Press"", ""host_organization_lineage"": [""https://openalex.org/P4310311648"", ""https://openalex.org/P4310311647""], ""host_organization_lineage_names"": [""Oxford University Press"", ""University of Oxford""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""American Journal of Clinical Pathology"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00020,"Layered Perovskites in Solar Cells: Structure, Optoelectronic Properties, and Device Design",['OpenAlex'],OpenAlex,https://doi.org/10.1002/aenm.202003877,10.1002/aenm.202003877,,,2021-05-19,"{""id"": ""doi:10.1002/aenm.202003877"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1002/aenm.202003877"", ""pdf_url"": ""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202003877"", ""source"": {""id"": ""https://openalex.org/S2502627819"", ""display_name"": ""Advanced Energy Materials"", ""issn_l"": ""1614-6832"", ""issn"": [""1614-6832"", ""1614-6840""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320595"", ""host_organization_name"": ""Wiley"", ""host_organization_lineage"": [""https://openalex.org/P4310320595""], ""host_organization_lineage_names"": [""Wiley""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Advanced Energy Materials"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""phase""']"
EVID-00393,Liraglutide and Cardiovascular Outcomes in Type 2 Diabetes,['OpenAlex'],OpenAlex,https://doi.org/10.1056/nejmoa1603827,10.1056/nejmoa1603827,,,2016-06-13,"{""id"": ""doi:10.1056/nejmoa1603827"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1056/nejmoa1603827"", ""pdf_url"": ""https://www.nejm.org/doi/pdf/10.1056/NEJMoa1603827?articleTools=true"", ""source"": {""id"": ""https://openalex.org/S62468778"", ""display_name"": ""New England Journal of Medicine"", ""issn_l"": ""0028-4793"", ""issn"": [""0028-4793"", ""1533-4406""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320239"", ""host_organization_name"": ""Massachusetts Medical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310320239""], ""host_organization_lineage_names"": [""Massachusetts Medical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""New England Journal of Medicine"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""Placebo""']"
EVID-00036,Molecular Characteristics and Differentiation Control Mechanisms of Bergmann Glia-Like Progenitors in the Postnatal Mouse Cerebellum.,['Europe PMC'],Europe PMC,https://doi.org/10.1002/glia.70160,10.1002/glia.70160,42358204,,2026,,[''],['metadata'],,18,weak / probably noise,True,"['""4""']"
EVID-00675,Molecular Identification of Endophytic Fungi from Local Rice and Growth Test on Several Types of Culture Media,['OpenAlex'],OpenAlex,https://doi.org/10.20956/ijas.v7i2.2031,10.20956/ijas.v7i2.2031,,,2019-12-28,"{""id"": ""doi:10.20956/ijas.v7i2.2031"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.20956/ijas.v7i2.2031"", ""pdf_url"": ""http://pasca.unhas.ac.id/ojs/index.php/ijas/article/download/2031/570"", ""source"": {""id"": ""https://openalex.org/S2738635457"", ""display_name"": ""International Journal of Agriculture System"", ""issn_l"": ""2337-9782"", ""issn"": [""2337-9782"", ""2580-6815""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": false, ""host_organization"": ""https://openalex.org/P4310315277"", ""host_organization_name"": ""Hasanuddin University"", ""host_organization_lineage"": [""https://openalex.org/P4310315277""], ""host_organization_lineage_names"": [""Hasanuddin University""], ""type"": ""journal""}, ""license"": ""cc-by-sa"", ""license_id"": ""https://openalex.org/licenses/cc-by-sa"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""International Journal of Agriculture System"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00347,Multilayered regulation of GluK3 kainate receptors is mediated by Neto subunits and zinc.,['Europe PMC'],Europe PMC,https://doi.org/10.1038/s42003-026-09707-7,10.1038/s42003-026-09707-7,41680489,PMC13009214,2026,,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00111,Multiplex dependence analysis of China's interprovincial virtual water based on an ecological network.,['Europe PMC'],Europe PMC,https://doi.org/10.1007/s11356-024-33199-9,10.1007/s11356-024-33199-9,38642228,,2024,,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00947,Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/29239721/,10.7554/eLife.32032,29239721,PMC5785211,2017-Dec-14,eLife,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00046,Nonlinear analysis of EEG complexity in episode and remission phase of recurrent depression,['OpenAlex'],OpenAlex,https://doi.org/10.1002/mpr.1816,10.1002/mpr.1816,,,2019-12-09,"{""id"": ""doi:10.1002/mpr.1816"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1002/mpr.1816"", ""pdf_url"": ""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mpr.1816"", ""source"": {""id"": ""https://openalex.org/S191377590"", ""display_name"": ""International Journal of Methods in Psychiatric Research"", ""issn_l"": ""1049-8931"", ""issn"": [""1049-8931"", ""1234-988X"", ""1557-0657""], ""is_oa"": false, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320595"", ""host_organization_name"": ""Wiley"", ""host_organization_lineage"": [""https://openalex.org/P4310320595""], ""host_organization_lineage_names"": [""Wiley""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""International Journal of Methods in Psychiatric Research"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""phase""']"
EVID-00324,Observation and electric current control of a local spin in a single-molecule magnet,['OpenAlex'],OpenAlex,https://doi.org/10.1038/ncomms1210,10.1038/ncomms1210,,,2011-03-01,"{""id"": ""doi:10.1038/ncomms1210"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1038/ncomms1210"", ""pdf_url"": ""https://www.nature.com/articles/ncomms1210.pdf"", ""source"": {""id"": ""https://openalex.org/S64187185"", ""display_name"": ""Nature Communications"", ""issn_l"": ""2041-1723"", ""issn"": [""2041-1723""], ""is_oa"": false, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310319908"", ""host_organization_name"": ""Nature Portfolio"", ""host_organization_lineage"": [""https://openalex.org/P4310319908"", ""https://openalex.org/P4310319965""], ""host_organization_lineage_names"": [""Nature Portfolio"", ""Springer Nature""], ""type"": ""journal""}, ""license"": ""cc-by-nc-nd"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc-nd"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Nature Communications"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00429,On regularization of plurisubharmonic functions on manifolds,['OpenAlex'],OpenAlex,https://doi.org/10.1090/s0002-9939-07-08858-2,10.1090/s0002-9939-07-08858-2,,,2007-02-02,"{""id"": ""doi:10.1090/s0002-9939-07-08858-2"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1090/s0002-9939-07-08858-2"", ""pdf_url"": ""https://www.ams.org/proc/2007-135-07/S0002-9939-07-08858-2/S0002-9939-07-08858-2.pdf"", ""source"": {""id"": ""https://openalex.org/S4210226894"", ""display_name"": ""Proceedings of the American Mathematical Society"", ""issn_l"": ""0002-9939"", ""issn"": [""0002-9939"", ""1088-6826""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310315719"", ""host_organization_name"": ""American Mathematical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310315719""], ""host_organization_lineage_names"": [""American Mathematical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Proceedings of the American Mathematical Society"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00941,PELATIHAN KEWIRAUSAHAAN MEMBUAT PROPOSAL BISNIS DAN PICK DECK UNTUK MENARIK MINAT INVESTOR,['Crossref'],Crossref,https://doi.org/10.65255/jipmas.v2i3.220,10.65255/jipmas.v2i3.220,,,2025-11-1,Journal Inovasi Pengabdian Masyarakat,[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""investor deck""']"
EVID-00477,PROS AND CONS OF THE HYPERFILTRATION THEORY IN HUMAN RENAL TRANSPLANTATION,['OpenAlex'],OpenAlex,https://doi.org/10.1097/00007890-199505270-00030,10.1097/00007890-199505270-00030,,,1995-05-01,"{""id"": ""doi:10.1097/00007890-199505270-00030"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1097/00007890-199505270-00030"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S11564597"", ""display_name"": ""Transplantation"", ""issn_l"": ""0041-1337"", ""issn"": [""0041-1337"", ""1534-6080""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310318547"", ""host_organization_name"": ""Wolters Kluwer"", ""host_organization_lineage"": [""https://openalex.org/P4310318547""], ""host_organization_lineage_names"": [""Wolters Kluwer""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Transplantation"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00643,Patient capital and green total factor productivity: Evidence from Chinese listed companies.,['Europe PMC'],Europe PMC,https://doi.org/10.1371/journal.pone.0331262,10.1371/journal.pone.0331262,40920693,PMC12416735,2025,,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00044,Pyranine‐Modified Amphiphilic Polymer Conetworks as Fluorescent Ratiometric pH Sensors,['OpenAlex'],OpenAlex,https://doi.org/10.1002/marc.201900360,10.1002/marc.201900360,,,2019-09-16,"{""id"": ""doi:10.1002/marc.201900360"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1002/marc.201900360"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S130615878"", ""display_name"": ""Macromolecular Rapid Communications"", ""issn_l"": ""1022-1336"", ""issn"": [""1022-1336"", ""1521-3927""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320595"", ""host_organization_name"": ""Wiley"", ""host_organization_lineage"": [""https://openalex.org/P4310320595""], ""host_organization_lineage_names"": [""Wiley""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Macromolecular Rapid Communications"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""phase""']"
EVID-00871,Quality of Life and Psychological Disorders in Coeliac Disease: A Prospective Multicentre Study.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/34579108/,10.3390/nu13093233,34579108,PMC8470791,2021-Sep-16,Nutrients,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00170,Rapid kinetics of changes in oxygen consumption rate in thrombin-stimulated platelets measured by high-resolution respirometry.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/30093113/,10.1016/j.bbrc.2018.08.031,30093113,PMC6142173,2018-Sep-18,Biochemical and biophysical research communications,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00382,Reduction in the Incidence of Type 2 Diabetes with Lifestyle Intervention or Metformin,['OpenAlex'],OpenAlex,https://doi.org/10.1056/nejmoa012512,10.1056/nejmoa012512,,,2002-02-07,"{""id"": ""doi:10.1056/nejmoa012512"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1056/nejmoa012512"", ""pdf_url"": ""https://www.nejm.org/doi/pdf/10.1056/NEJMoa012512?articleTools=true"", ""source"": {""id"": ""https://openalex.org/S62468778"", ""display_name"": ""New England Journal of Medicine"", ""issn_l"": ""0028-4793"", ""issn"": [""0028-4793"", ""1533-4406""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320239"", ""host_organization_name"": ""Massachusetts Medical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310320239""], ""host_organization_lineage_names"": [""Massachusetts Medical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""New England Journal of Medicine"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""Placebo""']"
EVID-00311,Relationship between the Bulk and Surface Basicity of Aliphatic Amines: A Quantum Chemical Approach.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/33344857/,10.1021/acsomega.0c04939,33344857,PMC7745424,2020-Dec-15,ACS omega,[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00223,Research electronic data capture (REDCap)—A metadata-driven methodology and workflow process for providing translational research informatics support,['OpenAlex'],OpenAlex,https://doi.org/10.1016/j.jbi.2008.08.010,10.1016/j.jbi.2008.08.010,,,2008-10-01,"{""id"": ""doi:10.1016/j.jbi.2008.08.010"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1016/j.jbi.2008.08.010"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S11622463"", ""display_name"": ""Journal of Biomedical Informatics"", ""issn_l"": ""1532-0464"", ""issn"": [""1532-0464"", ""1532-0480""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Biomedical Informatics"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""4""']"
EVID-00786,Restoring balance in atopic disorders: insights into type 2 immunity and chronic inflammation.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42327775/,10.3389/fimmu.2026.1793641,42327775,PMC13279686,2026,Frontiers in immunology,[''],['metadata'],,18,weak / probably noise,True,"['""Eczema""']"
EVID-00678,Retrospective evaluation of vector-borne pathogens in cats living in Germany (2012-2020),['OpenAlex'],OpenAlex,https://doi.org/10.21203/rs.3.rs-90832/v2,10.21203/rs.3.rs-90832/v2,,,2021-01-27,"{""id"": ""doi:10.21203/rs.3.rs-90832/v2"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.21203/rs.3.rs-90832/v2"", ""pdf_url"": ""https://www.researchsquare.com/article/rs-90832/latest.pdf"", ""source"": {""id"": ""https://openalex.org/S4306525896"", ""display_name"": ""Research Square"", ""issn_l"": null, ""issn"": null, ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": false, ""host_organization"": null, ""host_organization_name"": null, ""host_organization_lineage"": [], ""host_organization_lineage_names"": [], ""type"": ""repository""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""acceptedVersion"", ""is_accepted"": true, ""is_published"": false, ""raw_source_name"": ""Research Square"", ""raw_type"": ""posted-content""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""poster""']"
EVID-00241,Self phase modulation and cross phase modulation in nonlinear silicon waveguides for on-chip optical networks—A tutorial,['OpenAlex'],OpenAlex,https://doi.org/10.1016/j.nancom.2017.06.001,10.1016/j.nancom.2017.06.001,,,2017-07-05,"{""id"": ""doi:10.1016/j.nancom.2017.06.001"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1016/j.nancom.2017.06.001"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S95203059"", ""display_name"": ""Nano Communication Networks"", ""issn_l"": ""1878-7789"", ""issn"": [""1878-7789"", ""1878-7797""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Nano Communication Networks"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""phase""']"
EVID-00064,Severe Tick Infestation and Haemogregarina spp. Infection in a Captive African Rock Python (Python sebae): A Clinical and Parasitological Case from Nigeria.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42376688/,10.1002/vms3.70571,42376688,,2026-Jul,Veterinary medicine and science,[''],['metadata'],,18,weak / probably noise,True,"['""4""']"
EVID-00027,Significant Effect of Pore Sizes on Energy Storage in Nanoporous Carbon Supercapacitors.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/29624740/,10.1002/chem.201705465,29624740,,2018-Apr-20,"Chemistry (Weinheim an der Bergstrasse, Germany)",[''],['metadata'],,18,weak / probably noise,True,"['""32032""']"
EVID-00065,Single-Step Method of RNA Isolation by Acid Guanidinium Thiocyanate–Phenol–Chloroform Extraction,['OpenAlex'],OpenAlex,https://doi.org/10.1006/abio.1987.9999,10.1006/abio.1987.9999,,,1987-04-01,"{""id"": ""doi:10.1006/abio.1987.9999"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1006/abio.1987.9999"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S7858788"", ""display_name"": ""Analytical Biochemistry"", ""issn_l"": ""0003-2697"", ""issn"": [""0003-2697"", ""1096-0309""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Analytical Biochemistry"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""4""']"
EVID-00149,Single-step method of RNA isolation by acid guanidinium thiocyanate-phenol-chloroform extraction,['OpenAlex'],OpenAlex,https://doi.org/10.1016/0003-2697(87)90021-2,10.1016/0003-2697(87)90021-2,,,1987-04-01,"{""id"": ""doi:10.1016/0003-2697(87)90021-2"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1016/0003-2697(87)90021-2"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S7858788"", ""display_name"": ""Analytical Biochemistry"", ""issn_l"": ""0003-2697"", ""issn"": [""0003-2697"", ""1096-0309""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Analytical Biochemistry"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""4""']"
EVID-00776,Some Evidence on the Importance of Sticky Prices,['OpenAlex'],OpenAlex,https://doi.org/10.3386/w9069,10.3386/w9069,,,2002-07-01,"{""id"": ""doi:10.3386/w9069"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.3386/w9069"", ""pdf_url"": ""https://doi.org/10.3386/w9069"", ""source"": {""id"": ""https://openalex.org/S2809516038"", ""display_name"": ""National Bureau of Economic Research"", ""issn_l"": null, ""issn"": null, ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": false, ""host_organization"": null, ""host_organization_name"": null, ""host_organization_lineage"": [""https://openalex.org/P4322614461""], ""host_organization_lineage_names"": [""National Bureau of Economic Research""], ""type"": ""repository""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""National Bureau of Economic Research"", ""raw_type"": ""report""}",[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""discontinued""']"
EVID-00386,Sorafenib in Advanced Hepatocellular Carcinoma,['OpenAlex'],OpenAlex,https://doi.org/10.1056/nejmoa0708857,10.1056/nejmoa0708857,,,2008-07-23,"{""id"": ""doi:10.1056/nejmoa0708857"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1056/nejmoa0708857"", ""pdf_url"": ""https://www.nejm.org/doi/pdf/10.1056/NEJMoa0708857?articleTools=true"", ""source"": {""id"": ""https://openalex.org/S62468778"", ""display_name"": ""New England Journal of Medicine"", ""issn_l"": ""0028-4793"", ""issn"": [""0028-4793"", ""1533-4406""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320239"", ""host_organization_name"": ""Massachusetts Medical Society"", ""host_organization_lineage"": [""https://openalex.org/P4310320239""], ""host_organization_lineage_names"": [""Massachusetts Medical Society""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""New England Journal of Medicine"", ""raw_type"": ""journal-article""}",[''],['metadata'],,18,weak / probably noise,True,"['""Placebo""']"
EVID-00653,Specification for Acrylonitrile (Discontinued 2001),['Crossref'],Crossref,https://doi.org/10.1520/e1785,10.1520/e1785,,,2008-8-28,,[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""discontinued""']"
EVID-00654,Specification for Acrylonitrile (Discontinued 2001),['Crossref'],Crossref,https://doi.org/10.1520/e1785-96,10.1520/e1785-96,,,2008-8-28,,[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""discontinued""']"
EVID-00652,Specification for Borax (Discontinued 2001),['Crossref'],Crossref,https://doi.org/10.1520/d0929-85r97,10.1520/d0929-85r97,,,2008-8-28,,[''],['metadata'],,18,weak / probably noise,True,"['""32032"" ""discontinued""']"
